food_type,vehicle_type,time_of_day,travel_hours,ambient_temp_c,humidity_pct,container_temp_c,quantity,vehicle_compatible,temp_deviation,food_sensitivity,vehicle_efficiency,spoilage_probability,spoiled,risk_level
Dairy,Normal Truck,afternoon,29.73,28.11,81.84,26.7,125,0,22.7,0.7,0.0,1.0,1,High
Eggs,Normal Truck,morning,28.3,33.66,53.06,31.98,95,0,28.48,0.6,0.0,0.9461,1,High
Milk,Refrigerated Truck,morning,20.22,22.8,42.82,4.38,615,1,1.38,0.8,0.75,0.6006,1,High
Fish,Frozen Container,evening,20.79,29.37,82.33,-3.29,164,1,4.29,0.95,0.95,0.6269,1,High
Fish,Refrigerated Truck,night,3.75,15.48,79.09,6.24,994,1,5.24,0.95,0.75,0.5175,1,Medium
Eggs,Normal Truck,evening,4.34,26.6,45.5,25.27,601,0,21.77,0.6,0.0,0.7317,1,High
Milk,Frozen Container,afternoon,20.32,31.16,60.15,-0.94,314,1,3.94,0.8,0.95,0.6129,1,High
Meat,Frozen Container,morning,24.6,28.36,65.95,3.78,210,1,3.78,0.9,0.95,0.6746,1,High
Fish,Refrigerated Truck,evening,2.57,17.38,75.29,6.14,135,1,5.14,0.95,0.75,0.4741,0,Medium
Eggs,Frozen Container,evening,14.71,24.45,69.68,3.9,356,1,0.4,0.6,0.95,0.3832,0,Medium
Vegetables,Refrigerated Truck,night,5.92,25.06,53.0,2.08,818,1,3.92,0.5,0.75,0.3272,0,Medium
Fruits,Normal Truck,night,4.8,25.38,41.6,24.11,507,0,16.61,0.4,0.0,0.6362,1,High
Milk,Normal Truck,morning,28.46,43.19,52.4,41.03,785,0,38.03,0.8,0.0,0.9985,1,High
Meat,Refrigerated Truck,evening,3.21,20.14,44.23,7.3,470,1,7.3,0.9,0.75,0.5178,1,Medium
Milk,Refrigerated Truck,night,12.74,16.79,53.47,5.33,451,1,2.33,0.8,0.75,0.4744,0,Medium
Eggs,Refrigerated Truck,night,12.23,16.15,76.04,5.56,774,1,2.06,0.6,0.75,0.3923,0,Medium
Eggs,Frozen Container,night,28.76,27.85,86.41,-0.34,391,1,3.84,0.6,0.95,0.6125,1,High
Fish,Normal Truck,afternoon,5.58,30.82,70.7,29.27,700,0,28.27,0.95,0.0,0.921,1,High
Dairy,Refrigerated Truck,afternoon,15.58,30.66,54.39,6.96,334,1,2.96,0.7,0.75,0.5173,1,Medium
Fruits,Normal Truck,afternoon,6.94,29.03,46.14,27.58,107,0,20.08,0.4,0.0,0.7508,1,High
Dairy,Refrigerated Truck,night,8.25,24.63,92.3,7.15,920,1,3.15,0.7,0.75,0.4024,0,Medium
Dairy,Refrigerated Truck,afternoon,2.81,38.81,46.07,4.42,326,1,0.42,0.7,0.75,0.2817,0,Low
Fish,Refrigerated Truck,afternoon,24.94,37.19,93.99,7.54,450,1,6.54,0.95,0.75,0.7453,1,High
Milk,Normal Truck,night,23.33,29.08,46.25,27.62,631,0,24.62,0.8,0.0,1.0,1,High
Milk,Frozen Container,afternoon,28.72,23.7,67.72,-0.7,992,1,3.7,0.8,0.95,0.5513,1,Medium
Fruits,Refrigerated Truck,morning,14.36,32.29,64.72,3.79,606,1,3.71,0.4,0.75,0.3279,0,Medium
Fruits,Frozen Container,morning,12.57,41.47,61.28,-3.31,292,1,10.81,0.4,0.95,0.4641,0,Medium
Eggs,Frozen Container,afternoon,22.0,26.82,55.92,0.63,288,1,2.87,0.6,0.95,0.4876,0,Medium
Milk,Normal Truck,night,23.69,22.71,40.58,21.57,115,0,18.57,0.8,0.0,1.0,1,High
Fish,Frozen Container,morning,4.06,25.67,53.36,2.85,430,1,1.85,0.95,0.95,0.4463,0,Medium
Fish,Refrigerated Truck,night,27.56,18.03,69.86,5.13,743,1,4.13,0.95,0.75,0.6283,1,High
Fish,Normal Truck,morning,24.28,38.62,47.37,36.69,906,0,35.69,0.95,0.0,1.0,1,High
Vegetables,Normal Truck,evening,16.99,27.87,43.2,26.47,614,0,20.47,0.5,0.0,0.8475,1,High
Meat,Frozen Container,evening,8.73,21.1,87.62,-0.94,111,1,0.94,0.9,0.95,0.4892,0,Medium
Milk,Frozen Container,afternoon,2.17,19.29,48.12,-4.86,775,1,7.86,0.8,0.95,0.3235,0,Medium
Fish,Frozen Container,morning,12.89,44.95,93.71,-1.24,532,1,2.24,0.95,0.95,0.5993,1,Medium
Milk,Refrigerated Truck,evening,29.68,28.39,62.88,4.84,823,1,1.84,0.8,0.75,0.6215,1,High
Meat,Normal Truck,evening,9.6,15.5,68.44,14.72,776,0,14.72,0.9,0.0,0.8517,1,High
Fruits,Normal Truck,morning,19.95,42.94,83.06,40.79,364,0,33.29,0.4,0.0,0.9151,1,High
Vegetables,Frozen Container,morning,25.3,33.49,65.63,-1.83,112,1,7.83,0.5,0.95,0.5966,1,Medium
Milk,Refrigerated Truck,afternoon,19.26,24.31,44.4,4.38,475,1,1.38,0.8,0.75,0.5566,1,Medium
Milk,Refrigerated Truck,evening,11.99,17.66,56.23,7.09,211,1,4.09,0.8,0.75,0.4694,0,Medium
Fish,Frozen Container,evening,17.11,16.31,80.63,3.91,966,1,2.91,0.95,0.95,0.6259,1,High
Vegetables,Normal Truck,evening,25.71,18.62,78.05,17.69,229,0,11.69,0.5,0.0,0.8557,1,High
Dairy,Normal Truck,morning,11.77,40.46,57.51,38.44,917,0,34.44,0.7,0.0,0.8671,1,High
Milk,Normal Truck,night,18.9,28.97,86.77,27.52,435,0,24.52,0.8,0.0,0.9706,1,High
Fruits,Normal Truck,night,7.37,23.06,55.34,21.91,181,0,14.41,0.4,0.0,0.7126,1,High
Milk,Frozen Container,morning,22.89,19.37,89.09,4.81,579,1,1.81,0.8,0.95,0.5637,1,Medium
Vegetables,Frozen Container,afternoon,6.72,44.36,66.85,4.37,586,1,1.63,0.5,0.95,0.3793,0,Medium
Dairy,Refrigerated Truck,afternoon,23.43,18.44,63.75,2.46,398,1,1.54,0.7,0.75,0.5912,1,Medium
Meat,Refrigerated Truck,evening,9.63,15.05,79.59,2.13,809,1,2.13,0.9,0.75,0.469,0,Medium
Meat,Refrigerated Truck,afternoon,20.04,42.79,60.97,5.19,375,1,5.19,0.9,0.75,0.7145,1,High
Vegetables,Frozen Container,evening,13.15,19.79,88.79,-3.64,853,1,9.64,0.5,0.95,0.4967,0,Medium
Milk,Normal Truck,evening,19.48,25.19,66.81,23.93,256,0,20.93,0.8,0.0,1.0,1,High
Milk,Normal Truck,afternoon,13.86,43.0,51.98,40.85,636,0,37.85,0.8,0.0,0.9232,1,High
Milk,Frozen Container,night,18.37,28.54,85.6,-2.48,430,1,5.48,0.8,0.95,0.6192,1,High
Fruits,Normal Truck,morning,16.62,26.62,47.94,25.29,835,0,17.79,0.4,0.0,0.8081,1,High
Dairy,Refrigerated Truck,night,23.99,22.32,51.91,2.92,372,1,1.08,0.7,0.75,0.5818,1,Medium
Fish,Refrigerated Truck,afternoon,20.28,24.27,64.02,3.71,192,1,2.71,0.95,0.75,0.5729,1,Medium
Eggs,Frozen Container,morning,3.4,33.01,41.14,2.53,521,1,0.97,0.6,0.95,0.2293,0,Low
Eggs,Frozen Container,night,13.21,16.96,59.24,1.86,279,1,1.64,0.6,0.95,0.4303,0,Medium
Vegetables,Refrigerated Truck,evening,19.12,16.03,87.55,4.76,865,1,1.24,0.5,0.75,0.4392,0,Medium
Milk,Frozen Container,afternoon,18.67,37.57,64.49,-1.35,770,1,4.35,0.8,0.95,0.5816,1,Medium
Milk,Refrigerated Truck,night,21.48,23.71,78.14,4.75,542,1,1.75,0.8,0.75,0.5909,1,Medium
Milk,Refrigerated Truck,afternoon,28.86,43.63,40.62,5.4,204,1,2.4,0.8,0.75,0.5295,1,Medium
Eggs,Refrigerated Truck,morning,7.31,24.16,90.58,3.02,837,1,0.48,0.6,0.75,0.3779,0,Medium
Milk,Frozen Container,night,10.23,27.42,75.12,-1.34,744,1,4.34,0.8,0.95,0.5121,1,Medium
Fruits,Normal Truck,afternoon,4.13,35.62,68.96,33.84,930,0,26.34,0.4,0.0,0.7405,1,High
Meat,Frozen Container,night,11.61,20.81,76.98,1.06,573,1,1.06,0.9,0.95,0.5065,1,Medium
Milk,Refrigerated Truck,afternoon,2.2,22.9,58.17,4.06,803,1,1.06,0.8,0.75,0.3079,0,Medium
Fish,Frozen Container,morning,21.76,27.66,81.34,-1.1,623,1,2.1,0.95,0.95,0.6091,1,High
Eggs,Normal Truck,morning,13.93,42.01,52.92,39.91,999,0,36.41,0.6,0.0,0.9286,1,High
Fish,Frozen Container,afternoon,26.81,27.85,75.62,-1.21,957,1,2.21,0.95,0.95,0.5889,1,Medium
Milk,Frozen Container,morning,19.91,18.94,77.98,-4.43,717,1,7.43,0.8,0.95,0.6196,1,High
Milk,Frozen Container,night,10.12,29.87,84.9,-1.36,505,1,4.36,0.8,0.95,0.4946,0,Medium
Vegetables,Normal Truck,night,12.98,19.03,94.14,18.08,631,0,12.08,0.5,0.0,0.8279,1,High
Eggs,Frozen Container,night,24.09,21.85,51.3,4.02,497,1,0.52,0.6,0.95,0.5299,1,Medium
Dairy,Refrigerated Truck,afternoon,13.64,26.1,42.67,5.99,589,1,1.99,0.7,0.75,0.3928,0,Medium
Milk,Normal Truck,morning,20.02,24.58,41.23,23.35,281,0,20.35,0.8,0.0,0.9752,1,High
Milk,Frozen Container,evening,3.76,20.23,84.26,-2.05,782,1,5.05,0.8,0.95,0.3856,0,Medium
Fruits,Frozen Container,evening,27.42,22.91,52.07,-2.86,312,1,10.36,0.4,0.95,0.5212,1,Medium
Vegetables,Frozen Container,morning,28.72,37.93,80.39,0.71,200,1,5.29,0.5,0.95,0.5207,1,Medium
Fruits,Frozen Container,evening,20.47,29.4,45.5,1.6,132,1,5.9,0.4,0.95,0.4837,0,Medium
Meat,Normal Truck,afternoon,13.16,35.11,87.32,33.36,776,0,33.36,0.9,0.0,1.0,1,High
Vegetables,Normal Truck,morning,14.76,20.04,40.7,19.04,93,0,13.04,0.5,0.0,0.8026,1,High
Milk,Frozen Container,morning,19.23,29.49,46.99,3.43,906,1,0.43,0.8,0.95,0.5617,1,Medium
Fish,Refrigerated Truck,afternoon,11.56,44.1,72.68,2.27,190,1,1.27,0.95,0.75,0.5924,1,Medium
Meat,Frozen Container,morning,21.07,32.92,71.0,-2.3,106,1,2.3,0.9,0.95,0.607,1,High
Milk,Normal Truck,afternoon,29.45,32.53,65.04,30.9,504,0,27.9,0.8,0.0,1.0,1,High
Meat,Frozen Container,morning,25.58,30.83,79.51,3.76,427,1,3.76,0.9,0.95,0.6417,1,High
Vegetables,Refrigerated Truck,night,12.28,28.22,46.2,6.07,772,1,0.07,0.5,0.75,0.3353,0,Medium
Vegetables,Refrigerated Truck,evening,25.36,26.29,65.33,5.98,545,1,0.02,0.5,0.75,0.4877,0,Medium
Vegetables,Refrigerated Truck,evening,8.97,29.09,84.51,5.84,259,1,0.16,0.5,0.75,0.3284,0,Medium
Milk,Normal Truck,morning,23.68,24.48,80.1,23.26,940,0,20.26,0.8,0.0,1.0,1,High
Milk,Normal Truck,evening,29.53,18.67,60.7,17.74,222,0,14.74,0.8,0.0,1.0,1,High
Meat,Normal Truck,night,26.46,22.76,47.93,21.62,258,0,21.62,0.9,0.0,1.0,1,High
Meat,Frozen Container,evening,28.2,20.88,62.16,3.19,495,1,3.19,0.9,0.95,0.6571,1,High
Meat,Refrigerated Truck,morning,2.09,23.43,72.47,6.56,956,1,6.56,0.9,0.75,0.4038,0,Medium
Eggs,Normal Truck,evening,6.49,19.34,73.8,18.37,983,0,14.87,0.6,0.0,0.7789,1,High
Vegetables,Refrigerated Truck,afternoon,9.99,32.05,86.88,5.29,588,1,0.71,0.5,0.75,0.3367,0,Medium
Milk,Normal Truck,evening,21.53,16.09,91.63,15.29,225,0,12.29,0.8,0.0,0.9464,1,High
Milk,Refrigerated Truck,evening,5.06,21.92,91.59,7.66,997,1,4.66,0.8,0.75,0.4112,0,Medium
Fruits,Refrigerated Truck,night,2.01,28.23,41.08,3.03,83,1,4.47,0.4,0.75,0.2708,0,Low
Dairy,Refrigerated Truck,evening,23.49,16.07,90.72,3.63,666,1,0.37,0.7,0.75,0.5935,1,Medium
Vegetables,Normal Truck,evening,13.01,18.26,81.75,17.35,467,0,11.35,0.5,0.0,0.7079,1,High
Meat,Normal Truck,afternoon,12.17,24.94,81.31,23.69,144,0,23.69,0.9,0.0,0.9163,1,High
Meat,Normal Truck,evening,13.3,25.69,90.48,24.41,665,0,24.41,0.9,0.0,1.0,1,High
Fish,Normal Truck,morning,3.7,20.58,42.09,19.55,618,0,18.55,0.95,0.0,0.9105,1,High
Vegetables,Frozen Container,morning,20.63,43.99,48.42,1.65,469,1,4.35,0.5,0.95,0.4501,0,Medium
Eggs,Refrigerated Truck,morning,10.19,32.9,43.52,7.38,775,1,3.88,0.6,0.75,0.3894,0,Medium
Dairy,Frozen Container,night,19.24,23.26,53.78,2.71,872,1,1.29,0.7,0.95,0.4752,0,Medium
Fish,Refrigerated Truck,night,20.0,15.5,94.82,2.68,99,1,1.68,0.95,0.75,0.6612,1,High
Meat,Refrigerated Truck,evening,12.98,24.69,64.01,6.73,376,1,6.73,0.9,0.75,0.5291,1,Medium
Eggs,Refrigerated Truck,evening,9.98,29.03,78.0,3.26,654,1,0.24,0.6,0.75,0.3578,0,Medium
Fish,Refrigerated Truck,evening,21.49,18.67,75.69,3.66,706,1,2.66,0.95,0.75,0.5813,1,Medium
Meat,Frozen Container,afternoon,21.49,43.93,49.59,-2.65,967,1,2.65,0.9,0.95,0.669,1,High
Vegetables,Normal Truck,afternoon,11.64,35.93,89.46,34.14,466,0,28.14,0.5,0.0,0.9075,1,High
Milk,Frozen Container,afternoon,7.38,19.85,87.74,3.62,535,1,0.62,0.8,0.95,0.4568,0,Medium
Eggs,Normal Truck,night,9.65,19.47,70.84,18.49,600,0,14.99,0.6,0.0,0.7719,1,High
Vegetables,Refrigerated Truck,night,14.67,16.91,84.14,5.79,672,1,0.21,0.5,0.75,0.3982,0,Medium
Milk,Normal Truck,evening,28.36,28.38,71.71,26.96,574,0,23.96,0.8,0.0,1.0,1,High
Eggs,Normal Truck,evening,3.16,15.49,55.33,14.71,941,0,11.21,0.6,0.0,0.601,1,High
Meat,Normal Truck,afternoon,15.83,29.07,53.88,27.61,336,0,27.61,0.9,0.0,0.9585,1,High
Fruits,Normal Truck,night,29.87,19.9,91.51,18.9,740,0,11.4,0.4,0.0,0.8149,1,High
Meat,Refrigerated Truck,night,9.18,23.46,44.23,5.04,365,1,5.04,0.9,0.75,0.4484,0,Medium
Dairy,Refrigerated Truck,night,27.41,17.52,40.53,5.77,538,1,1.77,0.7,0.75,0.5416,1,Medium
Vegetables,Normal Truck,evening,16.08,19.71,49.93,18.73,718,0,12.73,0.5,0.0,0.7728,1,High
Meat,Frozen Container,evening,16.33,29.01,42.05,0.93,479,1,0.93,0.9,0.95,0.4114,0,Medium
Eggs,Normal Truck,morning,9.75,28.74,77.41,27.3,975,0,23.8,0.6,0.0,0.767,1,High
Fish,Refrigerated Truck,afternoon,12.35,34.9,66.96,2.78,302,1,1.78,0.95,0.75,0.5514,1,Medium
Milk,Refrigerated Truck,evening,7.72,18.69,91.32,2.18,901,1,0.82,0.8,0.75,0.4847,0,Medium
Vegetables,Frozen Container,afternoon,9.36,33.55,85.22,1.2,882,1,4.8,0.5,0.95,0.3265,0,Medium
Fruits,Normal Truck,evening,8.67,21.36,40.8,20.29,406,0,12.79,0.4,0.0,0.6597,1,High
Vegetables,Refrigerated Truck,afternoon,2.72,28.97,41.73,4.28,666,1,1.72,0.5,0.75,0.2638,0,Low
Milk,Normal Truck,afternoon,26.57,29.77,55.06,28.28,382,0,25.28,0.8,0.0,1.0,1,High
Meat,Refrigerated Truck,afternoon,8.65,36.34,67.03,2.3,927,1,2.3,0.9,0.75,0.4572,0,Medium
Fruits,Frozen Container,night,11.37,19.79,48.32,-4.16,771,1,11.66,0.4,0.95,0.4146,0,Medium
Meat,Refrigerated Truck,morning,20.69,27.76,69.97,3.86,429,1,3.86,0.9,0.75,0.6957,1,High
Fish,Refrigerated Truck,afternoon,18.36,28.45,41.89,6.2,669,1,5.2,0.95,0.75,0.6039,1,High
Vegetables,Refrigerated Truck,afternoon,19.22,40.93,59.41,7.35,968,1,1.35,0.5,0.75,0.4978,0,Medium
Milk,Normal Truck,morning,17.88,26.25,52.14,24.94,134,0,21.94,0.8,0.0,0.9871,1,High
Fish,Normal Truck,evening,16.34,27.34,92.07,25.97,475,0,24.97,0.95,0.0,1.0,1,High
Eggs,Frozen Container,morning,22.08,38.12,89.77,4.6,738,1,1.1,0.6,0.95,0.5483,1,Medium
Fruits,Frozen Container,morning,7.46,20.19,83.75,-1.2,763,1,8.7,0.4,0.95,0.359,0,Medium
Milk,Frozen Container,afternoon,20.86,25.88,65.15,0.45,306,1,2.55,0.8,0.95,0.6365,1,High
Meat,Refrigerated Truck,morning,20.28,35.81,75.89,3.52,284,1,3.52,0.9,0.75,0.6221,1,High
Fruits,Refrigerated Truck,afternoon,7.89,41.37,62.98,6.62,525,1,0.88,0.4,0.75,0.239,0,Low
Eggs,Refrigerated Truck,evening,27.07,15.53,87.48,2.22,138,1,1.28,0.6,0.75,0.5216,1,Medium
Eggs,Frozen Container,evening,6.25,23.5,82.04,2.97,959,1,0.53,0.6,0.95,0.3675,0,Medium
Milk,Normal Truck,evening,2.65,17.62,94.32,16.74,99,0,13.74,0.8,0.0,0.7723,1,High
Vegetables,Normal Truck,night,5.58,16.82,55.48,15.98,110,0,9.98,0.5,0.0,0.7199,1,High
Meat,Refrigerated Truck,evening,4.6,15.95,54.73,2.51,196,1,2.51,0.9,0.75,0.4667,0,Medium
Meat,Frozen Container,night,11.84,23.29,75.32,2.78,970,1,2.78,0.9,0.95,0.5124,1,Medium
Meat,Frozen Container,afternoon,26.94,44.68,55.89,0.72,534,1,0.72,0.9,0.95,0.56,1,Medium
Fruits,Refrigerated Truck,morning,19.15,43.68,84.98,6.14,495,1,1.36,0.4,0.75,0.4839,0,Medium
Fish,Normal Truck,morning,10.06,22.11,69.03,21.01,152,0,20.01,0.95,0.0,0.9482,1,High
Vegetables,Normal Truck,evening,5.26,23.55,49.26,22.37,560,0,16.37,0.5,0.0,0.7545,1,High
Meat,Frozen Container,evening,6.44,20.97,52.65,1.55,341,1,1.55,0.9,0.95,0.4049,0,Medium
Vegetables,Normal Truck,night,26.75,29.06,58.75,27.6,136,0,21.6,0.5,0.0,0.9634,1,High
Milk,Normal Truck,evening,8.61,20.65,67.87,19.62,793,0,16.62,0.8,0.0,0.8535,1,High
Vegetables,Normal Truck,afternoon,22.1,23.59,48.75,22.41,712,0,16.41,0.5,0.0,0.7787,1,High
Eggs,Refrigerated Truck,night,13.84,29.46,62.63,7.36,454,1,3.86,0.6,0.75,0.4245,0,Medium
Meat,Frozen Container,night,5.73,27.75,93.79,-1.45,682,1,1.45,0.9,0.95,0.5259,1,Medium
Meat,Frozen Container,evening,13.02,15.84,63.8,-3.02,411,1,3.02,0.9,0.95,0.5819,1,Medium
Dairy,Frozen Container,night,6.52,15.2,85.17,-0.24,828,1,4.24,0.7,0.95,0.4198,0,Medium
Fruits,Normal Truck,morning,9.48,23.88,85.31,22.68,269,0,15.18,0.4,0.0,0.7542,1,High
Dairy,Frozen Container,evening,26.08,29.8,53.72,3.56,61,1,0.44,0.7,0.95,0.5199,1,Medium
Dairy,Normal Truck,night,21.15,19.68,90.02,18.7,352,0,14.7,0.7,0.0,0.9888,1,High
Milk,Refrigerated Truck,evening,2.96,19.11,94.45,7.96,529,1,4.96,0.8,0.75,0.525,1,Medium
Vegetables,Frozen Container,morning,11.76,33.76,87.88,-2.74,883,1,8.74,0.5,0.95,0.4875,0,Medium
Dairy,Normal Truck,evening,4.12,29.05,55.92,27.59,543,0,23.59,0.7,0.0,0.8164,1,High
Milk,Refrigerated Truck,night,26.95,16.65,42.17,2.79,392,1,0.21,0.8,0.75,0.5572,1,Medium
Vegetables,Refrigerated Truck,afternoon,28.65,36.86,73.96,3.95,930,1,2.05,0.5,0.75,0.4999,0,Medium
Milk,Refrigerated Truck,afternoon,8.78,30.73,91.59,2.91,653,1,0.09,0.8,0.75,0.4501,0,Medium
Eggs,Normal Truck,afternoon,9.85,37.29,70.53,35.43,336,0,31.93,0.6,0.0,0.8905,1,High
Vegetables,Normal Truck,evening,16.03,24.07,56.65,22.86,54,0,16.86,0.5,0.0,0.8898,1,High
Fruits,Refrigerated Truck,afternoon,12.49,22.59,86.91,2.28,94,1,5.22,0.4,0.75,0.3889,0,Medium
Meat,Normal Truck,morning,12.12,36.71,40.79,34.88,918,0,34.88,0.9,0.0,0.8668,1,High
Fish,Normal Truck,evening,10.81,24.5,77.87,23.27,976,0,22.27,0.95,0.0,0.926,1,High
Dairy,Frozen Container,afternoon,17.81,19.72,88.17,-1.18,683,1,5.18,0.7,0.95,0.5692,1,Medium
Milk,Frozen Container,morning,9.61,38.05,44.55,0.32,950,1,2.68,0.8,0.95,0.4415,0,Medium
Eggs,Frozen Container,morning,21.48,33.83,74.81,4.93,935,1,1.43,0.6,0.95,0.4575,0,Medium
Meat,Frozen Container,night,21.81,17.03,84.94,3.13,160,1,3.13,0.9,0.95,0.6072,1,High
Milk,Refrigerated Truck,morning,27.43,31.57,76.09,6.21,228,1,3.21,0.8,0.75,0.6584,1,High
Fruits,Frozen Container,evening,6.55,28.24,52.25,-3.51,363,1,11.01,0.4,0.95,0.3363,0,Medium
Eggs,Frozen Container,night,25.69,19.7,67.81,0.02,143,1,3.48,0.6,0.95,0.4738,0,Medium
Fruits,Refrigerated Truck,evening,15.88,15.19,92.29,7.46,459,1,0.04,0.4,0.75,0.3955,0,Medium
Eggs,Frozen Container,night,26.19,25.56,41.26,1.37,748,1,2.13,0.6,0.95,0.5145,1,Medium
Milk,Normal Truck,morning,18.83,26.16,88.91,24.85,614,0,21.85,0.8,0.0,0.9819,1,High
Fish,Normal Truck,evening,23.05,26.2,58.98,24.89,898,0,23.89,0.95,0.0,1.0,1,High
Eggs,Refrigerated Truck,morning,2.45,33.19,46.81,5.99,691,1,2.49,0.6,0.75,0.3483,0,Medium
Vegetables,Refrigerated Truck,night,27.65,21.1,54.83,7.06,304,1,1.06,0.5,0.75,0.4938,0,Medium
Eggs,Normal Truck,afternoon,26.01,28.12,40.93,26.71,179,0,23.21,0.6,0.0,1.0,1,High
Dairy,Frozen Container,night,2.1,19.95,60.82,-0.8,274,1,4.8,0.7,0.95,0.3453,0,Medium
Meat,Normal Truck,afternoon,2.7,38.62,90.33,36.68,115,0,36.68,0.9,0.0,0.9143,1,High
Fish,Refrigerated Truck,night,7.76,15.61,76.97,5.83,378,1,4.83,0.95,0.75,0.6252,1,High
Dairy,Frozen Container,afternoon,10.66,34.65,49.49,-3.77,582,1,7.77,0.7,0.95,0.4655,0,Medium
Dairy,Refrigerated Truck,night,2.28,20.07,56.65,7.38,352,1,3.38,0.7,0.75,0.3906,0,Medium
Fruits,Refrigerated Truck,afternoon,15.89,42.31,57.73,3.76,574,1,3.74,0.4,0.75,0.3511,0,Medium
Meat,Normal Truck,afternoon,29.08,34.51,80.07,32.78,986,0,32.78,0.9,0.0,1.0,1,High
Eggs,Frozen Container,evening,9.22,18.68,79.31,3.92,80,1,0.42,0.6,0.95,0.4135,0,Medium
Milk,Normal Truck,morning,22.03,39.76,54.3,37.77,73,0,34.77,0.8,0.0,1.0,1,High
Fruits,Frozen Container,afternoon,21.48,37.01,77.55,-1.05,726,1,8.55,0.4,0.95,0.5063,1,Medium
Milk,Normal Truck,night,5.59,16.03,64.61,15.23,101,0,12.23,0.8,0.0,0.7465,1,High
Vegetables,Frozen Container,night,24.96,20.76,73.54,2.19,149,1,3.81,0.5,0.95,0.4731,0,Medium
Dairy,Frozen Container,evening,3.21,27.57,49.33,-1.67,815,1,5.67,0.7,0.95,0.402,0,Medium
Eggs,Frozen Container,night,15.48,17.54,80.12,2.49,432,1,1.01,0.6,0.95,0.4085,0,Medium
Meat,Refrigerated Truck,afternoon,2.46,40.77,71.8,4.55,484,1,4.55,0.9,0.75,0.442,0,Medium
Meat,Refrigerated Truck,afternoon,11.91,37.56,56.55,4.29,837,1,4.29,0.9,0.75,0.5406,1,Medium
Vegetables,Frozen Container,night,7.95,16.12,73.96,-1.05,683,1,7.05,0.5,0.95,0.4034,0,Medium
Eggs,Normal Truck,morning,28.7,35.56,77.02,33.78,633,0,30.28,0.6,0.0,1.0,1,High
Meat,Frozen Container,evening,24.42,21.91,43.46,-1.31,53,1,1.31,0.9,0.95,0.5711,1,Medium
Vegetables,Frozen Container,afternoon,18.03,19.88,70.41,-0.6,167,1,6.6,0.5,0.95,0.4885,0,Medium
Fish,Frozen Container,afternoon,9.27,33.71,53.25,-3.88,242,1,4.88,0.95,0.95,0.5946,1,Medium
Eggs,Normal Truck,morning,25.4,32.72,70.5,31.08,487,0,27.58,0.6,0.0,1.0,1,High
Fish,Frozen Container,afternoon,23.0,35.04,57.4,3.36,295,1,2.36,0.95,0.95,0.5913,1,Medium
Fish,Refrigerated Truck,afternoon,19.74,28.33,73.73,4.37,792,1,3.37,0.95,0.75,0.571,1,Medium
Dairy,Refrigerated Truck,night,16.47,29.88,43.0,3.95,310,1,0.05,0.7,0.75,0.4324,0,Medium
Dairy,Frozen Container,morning,5.64,36.74,90.46,-1.64,768,1,5.64,0.7,0.95,0.4557,0,Medium
Dairy,Refrigerated Truck,afternoon,2.01,38.61,81.08,7.42,704,1,3.42,0.7,0.75,0.4665,0,Medium
Dairy,Refrigerated Truck,night,27.76,15.63,61.76,3.95,110,1,0.05,0.7,0.75,0.5288,1,Medium
Meat,Frozen Container,afternoon,22.28,22.45,68.83,1.99,289,1,1.99,0.9,0.95,0.6123,1,High
Eggs,Frozen Container,afternoon,8.25,34.34,45.32,-3.37,255,1,6.87,0.6,0.95,0.3487,0,Medium
Fruits,Normal Truck,evening,14.23,24.78,42.9,23.54,660,0,16.04,0.4,0.0,0.7013,1,High
Fruits,Frozen Container,morning,19.96,38.9,62.16,-2.95,624,1,10.45,0.4,0.95,0.5073,1,Medium
Meat,Frozen Container,morning,18.85,44.96,51.07,3.89,472,1,3.89,0.9,0.95,0.513,1,Medium
Milk,Normal Truck,morning,18.19,24.94,59.44,23.7,129,0,20.7,0.8,0.0,0.967,1,High
Meat,Frozen Container,night,9.13,26.69,54.08,4.03,372,1,4.03,0.9,0.95,0.4351,0,Medium
Dairy,Refrigerated Truck,morning,15.77,37.8,71.17,4.7,516,1,0.7,0.7,0.75,0.4536,0,Medium
Meat,Frozen Container,morning,13.08,31.9,85.48,-1.52,53,1,1.52,0.9,0.95,0.4656,0,Medium
Eggs,Frozen Container,morning,27.29,22.51,66.21,-0.02,970,1,3.52,0.6,0.95,0.5073,1,Medium
Milk,Frozen Container,morning,2.58,28.68,91.76,1.16,627,1,1.84,0.8,0.95,0.3717,0,Medium
Eggs,Refrigerated Truck,morning,2.17,23.82,41.36,6.59,220,1,3.09,0.6,0.75,0.3232,0,Medium
Fish,Refrigerated Truck,evening,13.05,26.88,65.75,5.52,765,1,4.52,0.95,0.75,0.6121,1,High
Milk,Refrigerated Truck,afternoon,23.99,31.84,84.72,5.71,72,1,2.71,0.8,0.75,0.6276,1,High
Dairy,Frozen Container,morning,17.44,44.58,79.54,-2.31,501,1,6.31,0.7,0.95,0.5532,1,Medium
Eggs,Normal Truck,evening,25.49,25.94,60.31,24.64,386,0,21.14,0.6,0.0,0.9516,1,High
Meat,Frozen Container,night,7.47,17.25,43.2,1.67,656,1,1.67,0.9,0.95,0.4628,0,Medium
Milk,Normal Truck,afternoon,7.77,30.84,68.28,29.29,370,0,26.29,0.8,0.0,0.8778,1,High
